BorrowerCreditScore,LoanAmount,LoanTerm,EmploymentStatus,AnnualIncome,DebtToIncomeRatio,PreviousDefaultHistory,TypeOfLoan,InterestRate,EconomicIndicators,ApproveLoan,LoanOfferAmount,InterestRateOffered,LoanTermOffered,AdditionalCollateralRequired,LoanPerformance,DefaultWithin12Months,RecoveryRate,CostOfRiskManagement
348,43467,Medium-term,Retired,66830,22,No,Mortgage,8,Stable,No,0.0,0,N/A,No,Non-performing,Yes,52,1049
383,22625,Short-term,Retired,72446,66,No,Mortgage,4,Growing,No,0.0,0,N/A,No,Non-performing,Yes,53,621
660,38893,Medium-term,Unemployed,166232,17,No,Mortgage,4,Growing,Yes,38893.0,4,Medium-term,No,Performing,No,100,3043
447,15793,Long-term,Self-employed,185070,47,Yes,Personal,12,Growing,No,0.0,0,N/A,No,Non-performing,Yes,41,454
641,36007,Short-term,Employed,178302,32,No,Mortgage,18,Growing,Yes,36007.0,18,Short-term,Yes,Performing,No,100,2435
775,30766,Medium-term,Unemployed,160148,22,No,Auto,14,Stable,Yes,30766.0,14,Medium-term,No,Performing,No,100,1582
362,44532,Long-term,Unemployed,89341,63,No,Personal,3,Growing,No,0.0,0,N/A,No,Non-performing,Yes,44,1747
659,17323,Short-term,Employed,51085,64,No,Personal,10,Growing,No,0.0,0,N/A,No,Non-performing,Yes,89,3145
626,12843,Short-term,Unemployed,75571,67,No,Personal,18,Growing,No,0.0,0,N/A,No,Non-performing,Yes,13,4731
440,19210,Short-term,Retired,165787,61,No,Personal,15,Stable,No,0.0,0,N/A,No,Non-performing,Yes,28,2315
514,21456,Medium-term,Retired,148308,55,No,Auto,17,Growing,No,0.0,0,N/A,No,Non-performing,Yes,5,4816
734,36367,Medium-term,Self-employed,25750,60,Yes,Mortgage,14,Recession,No,0.0,0,N/A,No,Non-performing,Yes,6,527
617,15106,Long-term,Self-employed,133931,31,Yes,Auto,10,Growing,Yes,15106.0,10,Long-term,Yes,Non-performing,Yes,36,2637
331,42957,Medium-term,Employed,98768,36,No,Mortgage,12,Growing,No,0.0,0,N/A,No,Non-performing,Yes,52,644
584,7472,Medium-term,Self-employed,55903,13,Yes,Auto,16,Growing,No,0.0,0,N/A,No,Non-performing,Yes,17,2864
604,11704,Short-term,Retired,183165,72,No,Business,7,Recession,No,0.0,0,N/A,No,Non-performing,Yes,86,3865
728,8713,Short-term,Employed,111036,50,Yes,Business,17,Recession,No,0.0,0,N/A,No,Non-performing,Yes,37,758
776,10051,Short-term,Employed,107954,71,No,Business,8,Stable,No,0.0,0,N/A,No,Non-performing,Yes,58,2927
585,15756,Short-term,Self-employed,185386,30,Yes,Business,13,Growing,No,0.0,0,N/A,No,Non-performing,Yes,0,2158
443,7475,Short-term,Retired,199297,12,No,Personal,13,Stable,No,0.0,0,N/A,No,Non-performing,Yes,67,3427
723,41378,Short-term,Employed,103014,10,Yes,Personal,12,Growing,Yes,25753.5,12,Short-term,No,Non-performing,Yes,43,830
318,9255,Short-term,Retired,186251,28,No,Auto,4,Stable,No,0.0,0,N/A,No,Non-performing,Yes,46,1932
317,19484,Long-term,Retired,137305,52,No,Auto,11,Recession,No,0.0,0,N/A,No,Non-performing,Yes,34,508
670,39503,Long-term,Retired,176410,49,Yes,Business,16,Stable,No,0.0,0,N/A,No,Non-performing,Yes,86,4279
474,13258,Long-term,Self-employed,52101,17,No,Mortgage,12,Growing,No,0.0,0,N/A,No,Non-performing,Yes,90,3347
493,45747,Long-term,Unemployed,22775,73,No,Business,6,Growing,No,0.0,0,N/A,No,Non-performing,Yes,59,4902
801,40196,Short-term,Unemployed,131497,29,No,Auto,8,Stable,Yes,32874.25,8,Short-term,No,Performing,No,100,233
412,45194,Long-term,Employed,65619,24,No,Business,16,Recession,No,0.0,0,N/A,No,Non-performing,Yes,89,4983
413,13533,Short-term,Retired,196910,70,No,Auto,6,Recession,No,0.0,0,N/A,No,Non-performing,Yes,51,766
521,37581,Long-term,Self-employed,170611,49,No,Business,17,Growing,No,0.0,0,N/A,No,Non-performing,Yes,7,376
563,10249,Medium-term,Retired,77124,51,No,Mortgage,18,Growing,No,0.0,0,N/A,No,Non-performing,Yes,79,3407
354,24201,Long-term,Retired,85149,67,Yes,Business,9,Stable,No,0.0,0,N/A,No,Non-performing,Yes,40,981
757,14686,Long-term,Self-employed,46616,59,No,Mortgage,19,Growing,No,0.0,0,N/A,No,Non-performing,Yes,2,2160
461,37007,Short-term,Unemployed,188171,23,No,Mortgage,19,Stable,No,0.0,0,N/A,No,Non-performing,Yes,95,2182
679,5661,Long-term,Retired,81799,39,No,Auto,8,Growing,Yes,5661.0,8,Long-term,No,Performing,No,100,1337
386,49843,Medium-term,Retired,110221,57,Yes,Mortgage,13,Recession,No,0.0,0,N/A,No,Non-performing,Yes,68,2552
354,35137,Short-term,Unemployed,134879,30,No,Personal,18,Stable,No,0.0,0,N/A,No,Non-performing,Yes,83,258
775,47828,Short-term,Self-employed,45479,18,No,Personal,10,Recession,Yes,11369.75,10,Short-term,No,Performing,No,100,2696
477,15526,Long-term,Employed,197244,49,No,Personal,13,Stable,No,0.0,0,N/A,No,Non-performing,Yes,13,3915
690,8374,Short-term,Unemployed,119165,48,No,Auto,9,Recession,No,0.0,0,N/A,No,Non-performing,Yes,95,4474
648,30592,Short-term,Employed,75863,69,No,Personal,12,Stable,No,0.0,0,N/A,No,Non-performing,Yes,25,2626
307,33982,Short-term,Employed,193115,55,No,Auto,11,Growing,No,0.0,0,N/A,No,Non-performing,Yes,69,210
612,5207,Short-term,Unemployed,102569,47,No,Auto,6,Stable,No,0.0,0,N/A,No,Non-performing,Yes,57,641
742,40433,Short-term,Retired,166480,27,No,Personal,17,Recession,Yes,40433.0,17,Short-term,No,Performing,No,100,1238
627,28197,Short-term,Employed,36351,60,No,Mortgage,15,Growing,No,0.0,0,N/A,No,Non-performing,Yes,99,3383
353,38400,Medium-term,Employed,155203,23,No,Business,4,Stable,No,0.0,0,N/A,No,Non-performing,Yes,39,3710
538,8083,Long-term,Self-employed,64825,59,Yes,Auto,4,Growing,No,0.0,0,N/A,No,Non-performing,Yes,50,4555
528,34328,Medium-term,Retired,31349,64,Yes,Personal,18,Growing,No,0.0,0,N/A,No,Non-performing,Yes,4,3657
350,47891,Short-term,Employed,64254,63,No,Auto,11,Growing,No,0.0,0,N/A,No,Non-performing,Yes,76,2519
563,25103,Short-term,Self-employed,58225,37,No,Mortgage,15,Recession,No,0.0,0,N/A,No,Non-performing,Yes,31,1856
717,44891,Long-term,Retired,32453,23,No,Mortgage,5,Growing,Yes,8113.25,5,Long-term,No,Performing,No,100,3186
395,15754,Medium-term,Unemployed,169886,32,No,Personal,11,Stable,No,0.0,0,N/A,No,Non-performing,Yes,79,2406
387,39447,Long-term,Unemployed,169335,56,Yes,Auto,15,Stable,No,0.0,0,N/A,No,Non-performing,Yes,0,1075
377,20901,Medium-term,Self-employed,97694,53,No,Business,4,Growing,No,0.0,0,N/A,No,Non-performing,Yes,76,822
587,38004,Short-term,Unemployed,35735,41,No,Business,10,Growing,No,0.0,0,N/A,No,Non-performing,Yes,53,2670
419,12446,Long-term,Employed,166902,30,No,Auto,11,Stable,No,0.0,0,N/A,No,Non-performing,Yes,10,424
790,42211,Long-term,Retired,67893,44,No,Auto,18,Stable,No,0.0,0,N/A,No,Non-performing,Yes,52,1629
751,34301,Short-term,Employed,195745,42,Yes,Auto,4,Growing,No,0.0,0,N/A,No,Non-performing,Yes,7,2045
799,31116,Long-term,Employed,147006,58,No,Personal,8,Recession,No,0.0,0,N/A,No,Non-performing,Yes,24,4586
464,46323,Medium-term,Unemployed,65066,26,Yes,Mortgage,10,Stable,No,0.0,0,N/A,No,Non-performing,Yes,39,2530
481,23752,Medium-term,Employed,154445,20,No,Business,7,Growing,No,0.0,0,N/A,No,Non-performing,Yes,31,4211
768,37376,Medium-term,Unemployed,161407,32,No,Personal,11,Growing,Yes,37376.0,11,Medium-term,No,Performing,No,100,3610
306,21669,Medium-term,Retired,174813,39,No,Auto,3,Growing,No,0.0,0,N/A,No,Non-performing,Yes,87,945
629,37916,Short-term,Retired,30692,64,No,Auto,11,Stable,No,0.0,0,N/A,No,Non-performing,Yes,27,667
450,18395,Long-term,Employed,198367,49,No,Mortgage,12,Growing,No,0.0,0,N/A,No,Non-performing,Yes,77,3788
384,25421,Medium-term,Self-employed,65541,50,No,Auto,6,Recession,No,0.0,0,N/A,No,Non-performing,Yes,2,2279
446,31342,Short-term,Unemployed,185129,59,No,Personal,5,Stable,No,0.0,0,N/A,No,Non-performing,Yes,99,2119
680,9895,Long-term,Unemployed,86983,30,No,Personal,12,Growing,Yes,9895.0,12,Long-term,No,Performing,No,100,3419
847,16023,Long-term,Employed,170655,29,No,Mortgage,17,Stable,Yes,16023.0,17,Long-term,No,Performing,No,100,2420
584,15699,Short-term,Unemployed,173837,69,Yes,Personal,13,Stable,No,0.0,0,N/A,No,Non-performing,Yes,90,1746
381,14715,Short-term,Unemployed,174978,10,No,Business,16,Growing,No,0.0,0,N/A,No,Non-performing,Yes,83,4103
813,24169,Medium-term,Self-employed,140747,27,Yes,Personal,8,Growing,Yes,24169.0,8,Medium-term,No,Non-performing,Yes,78,4009
822,21163,Long-term,Self-employed,105103,68,No,Personal,14,Stable,No,0.0,0,N/A,No,Non-performing,Yes,61,3520
685,10782,Long-term,Employed,197597,47,Yes,Personal,15,Growing,No,0.0,0,N/A,No,Non-performing,Yes,26,2631
770,27641,Short-term,Self-employed,189302,27,No,Business,19,Growing,Yes,27641.0,19,Short-term,No,Performing,No,100,456
418,23792,Long-term,Employed,170592,34,No,Auto,18,Growing,No,0.0,0,N/A,No,Non-performing,Yes,44,3181
695,40585,Medium-term,Retired,45566,22,No,Personal,5,Growing,Yes,11391.5,5,Medium-term,No,Performing,No,100,2380
831,35682,Long-term,Employed,93193,25,No,Mortgage,4,Stable,Yes,23298.25,4,Long-term,No,Performing,No,100,4231
560,23880,Short-term,Retired,181206,61,No,Business,13,Recession,No,0.0,0,N/A,No,Non-performing,Yes,91,2560
555,43067,Short-term,Employed,161417,27,Yes,Mortgage,11,Growing,No,0.0,0,N/A,No,Non-performing,Yes,24,2887
525,47685,Medium-term,Unemployed,141015,49,No,Personal,5,Growing,No,0.0,0,N/A,No,Non-performing,Yes,60,4309
352,23073,Medium-term,Self-employed,192257,48,No,Mortgage,17,Recession,No,0.0,0,N/A,No,Non-performing,Yes,43,1297
799,41035,Long-term,Retired,150956,51,Yes,Personal,16,Stable,No,0.0,0,N/A,No,Non-performing,Yes,96,1378
805,42174,Long-term,Employed,90744,44,No,Business,4,Stable,No,0.0,0,N/A,No,Non-performing,Yes,45,565
663,29837,Short-term,Self-employed,53455,55,No,Mortgage,19,Growing,No,0.0,0,N/A,No,Non-performing,Yes,13,4100
579,22826,Medium-term,Employed,179090,46,No,Mortgage,10,Growing,No,0.0,0,N/A,No,Non-performing,Yes,7,3448
457,29981,Medium-term,Self-employed,74219,11,No,Personal,12,Recession,No,0.0,0,N/A,No,Non-performing,Yes,47,1587
358,15382,Medium-term,Self-employed,65991,54,No,Personal,10,Recession,No,0.0,0,N/A,No,Non-performing,Yes,13,4697
427,9437,Long-term,Employed,93616,52,Yes,Auto,10,Stable,No,0.0,0,N/A,No,Non-performing,Yes,64,4636
414,10435,Medium-term,Retired,107438,10,Yes,Personal,5,Growing,No,0.0,0,N/A,No,Non-performing,Yes,79,425
508,29819,Short-term,Retired,136841,13,No,Personal,5,Growing,No,0.0,0,N/A,No,Non-performing,Yes,81,1865
825,41875,Short-term,Unemployed,160558,61,No,Auto,14,Stable,No,0.0,0,N/A,No,Non-performing,Yes,6,4262
820,36982,Long-term,Self-employed,189934,35,No,Personal,19,Growing,Yes,36982.0,19,Long-term,No,Performing,No,100,403
536,38328,Long-term,Unemployed,78870,25,No,Personal,6,Growing,No,0.0,0,N/A,No,Non-performing,Yes,78,4679
580,17329,Medium-term,Unemployed,106694,44,No,Auto,19,Growing,No,0.0,0,N/A,No,Non-performing,Yes,87,1540
658,30169,Long-term,Employed,63856,49,No,Business,16,Stable,No,0.0,0,N/A,No,Non-performing,Yes,48,248
500,26932,Short-term,Employed,121407,53,Yes,Business,11,Stable,No,0.0,0,N/A,No,Non-performing,Yes,54,3134
577,39594,Medium-term,Employed,51379,24,No,Personal,14,Stable,No,0.0,0,N/A,No,Non-performing,Yes,12,2731
534,16421,Short-term,Self-employed,84729,21,No,Personal,7,Recession,No,0.0,0,N/A,No,Non-performing,Yes,72,195
793,12629,Medium-term,Employed,179450,32,No,Auto,13,Stable,Yes,12629.0,13,Medium-term,No,Performing,No,100,3555
303,13325,Long-term,Employed,74353,45,Yes,Auto,5,Recession,No,0.0,0,N/A,No,Non-performing,Yes,55,4477
741,33495,Medium-term,Self-employed,34031,70,No,Business,17,Growing,No,0.0,0,N/A,No,Non-performing,Yes,55,2469
328,36750,Medium-term,Self-employed,85982,29,No,Mortgage,16,Growing,No,0.0,0,N/A,No,Non-performing,Yes,14,3567
408,34619,Short-term,Retired,56683,62,No,Personal,13,Growing,No,0.0,0,N/A,No,Non-performing,Yes,56,628
374,45461,Short-term,Employed,134091,45,Yes,Mortgage,10,Growing,No,0.0,0,N/A,No,Non-performing,Yes,57,2410
445,13264,Medium-term,Employed,137797,10,No,Mortgage,6,Growing,No,0.0,0,N/A,No,Non-performing,Yes,34,4775
427,17686,Long-term,Employed,168690,42,No,Auto,14,Growing,No,0.0,0,N/A,No,Non-performing,Yes,87,1763
341,29226,Long-term,Retired,26587,10,No,Personal,10,Growing,No,0.0,0,N/A,No,Non-performing,Yes,96,3464
655,11721,Short-term,Employed,82790,49,Yes,Personal,8,Growing,No,0.0,0,N/A,No,Non-performing,Yes,15,2441
340,25609,Long-term,Retired,51480,18,No,Auto,17,Growing,No,0.0,0,N/A,No,Non-performing,Yes,7,792
333,12373,Short-term,Unemployed,171599,70,Yes,Mortgage,14,Stable,No,0.0,0,N/A,No,Non-performing,Yes,92,4430
316,43675,Long-term,Retired,43569,44,No,Auto,18,Growing,No,0.0,0,N/A,No,Non-performing,Yes,86,1051
452,33937,Medium-term,Unemployed,31151,7,No,Business,18,Recession,No,0.0,0,N/A,No,Non-performing,Yes,44,1460
677,10656,Short-term,Employed,64739,28,No,Personal,6,Stable,Yes,10656.0,6,Short-term,No,Performing,No,100,638
641,13984,Short-term,Unemployed,52954,23,No,Business,13,Stable,Yes,13238.5,13,Short-term,Yes,Performing,No,100,919
326,34984,Medium-term,Retired,129373,22,Yes,Auto,15,Stable,No,0.0,0,N/A,No,Non-performing,Yes,94,3262
